REFERENCE	 DEGRADED	 PESQMOS	 SAMPLE_FREQ
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m1e30.out	3.101	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f6e30.out	2.13	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m1f31.out	3.78	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f6f31.out	2.717	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m2032.out	4.254	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f7032.out	3.318	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m2133.out	4.407	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f7133.out	3.856	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m2234.out	4.474	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f7234.out	4.484	16000
 g729char\exp2\pre_proc\d\d_m01l02.axp	 g729char\exp2\coded\d\de2m2335.out	4.494	16000
 g729char\exp2\pre_proc\d\d_f01l52.axp	 g729char\exp2\coded\d\de2f7335.out	4.496	16000
 g729char\exp2\pre_proc\d\d_m01l03.axp	 g729char\exp2\coded\d\de2m2436.out	4.499	16000
 g729char\exp2\pre_proc\d\d_f01l53.axp	 g729char\exp2\coded\d\de2f7436.out	4.499	16000
 g729char\exp2\pre_proc\d\d_m01l04.axp	 g729char\exp2\coded\d\de2m2537.out	4.5	16000
 g729char\exp2\pre_proc\d\d_f01l54.axp	 g729char\exp2\coded\d\de2f7537.out	4.5	16000
 g729char\exp2\pre_proc\d\d_m01l05.axp	 g729char\exp2\coded\d\de2m2638.out	4.499	16000
 g729char\exp2\pre_proc\d\d_f01l55.axp	 g729char\exp2\coded\d\de2f7638.out	4.499	16000
 g729char\exp2\pre_proc\d\d_m01l06.axp	 g729char\exp2\coded\d\de2m2739.out	4.497	16000
 g729char\exp2\pre_proc\d\d_f01l56.axp	 g729char\exp2\coded\d\de2f7739.out	4.495	16000
 g729char\exp2\pre_proc\d\d_m01l07.axp	 g729char\exp2\coded\d\de2m2840.out	4.489	16000
 g729char\exp2\pre_proc\d\d_f01l57.axp	 g729char\exp2\coded\d\de2f7840.out	4.485	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m0101.out	3.632	16000
 g729char\exp2\pre_proc\e\e_m02l29.axp	 g729char\exp2\coded\e\ee2m2901.out	3.654	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f5101.out	3.327	16000
 g729char\exp2\pre_proc\e\e_f02l79.axp	 g729char\exp2\coded\e\ee2f7901.out	3.481	16000
 g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m0202.out	3.766	16000
 g729char\exp2\pre_proc\e\e_m02l2a.axp	 g729char\exp2\coded\e\ee2m2a02.out	3.924	16000
 g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f5202.out	3.768	16000
 g729char\exp2\pre_proc\e\e_f02l7a.axp	 g729char\exp2\coded\e\ee2f7a02.out	3.785	16000
 g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m0303.out	3.858	16000
 g729char\exp2\pre_proc\e\e_m02l2b.axp	 g729char\exp2\coded\e\ee2m2b03.out	3.863	16000
 g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f5303.out	3.778	16000
 g729char\exp2\pre_proc\e\e_f02l7b.axp	 g729char\exp2\coded\e\ee2f7b03.out	3.79	16000
 g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m0404.out	3.613	16000
 g729char\exp2\pre_proc\e\e_m02l2c.axp	 g729char\exp2\coded\e\ee2m2c04.out	3.768	16000
 g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f5404.out	3.568	16000
 g729char\exp2\pre_proc\e\e_f02l7c.axp	 g729char\exp2\coded\e\ee2f7c04.out	3.663	16000
 g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m0505.out	3.662	16000
 g729char\exp2\pre_proc\e\e_m02l2d.axp	 g729char\exp2\coded\e\ee2m2d05.out	3.79	16000
 g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f5505.out	3.663	16000
 g729char\exp2\pre_proc\e\e_f02l7d.axp	 g729char\exp2\coded\e\ee2f7d05.out	3.71	16000
 g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m0606.out	3.764	16000
 g729char\exp2\pre_proc\e\e_m02l2e.axp	 g729char\exp2\coded\e\ee2m2e06.out	3.83	16000
 g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f5606.out	3.722	16000
 g729char\exp2\pre_proc\e\e_f02l7e.axp	 g729char\exp2\coded\e\ee2f7e06.out	3.812	16000
 g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m0707.out	3.158	16000
 g729char\exp2\pre_proc\e\e_m02l2f.axp	 g729char\exp2\coded\e\ee2m2f07.out	3.434	16000
 g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f5707.out	3.394	16000
 g729char\exp2\pre_proc\e\e_f02l7f.axp	 g729char\exp2\coded\e\ee2f7f07.out	3.316	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m0808.out	3.151	16000
 g729char\exp2\pre_proc\e\e_m02l29.axp	 g729char\exp2\coded\e\ee2m3008.out	3.259	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f5808.out	2.798	16000
 g729char\exp2\pre_proc\e\e_f02l79.axp	 g729char\exp2\coded\e\ee2f8008.out	2.964	16000
 g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m0909.out	3.163	16000
 g729char\exp2\pre_proc\e\e_m02l2a.axp	 g729char\exp2\coded\e\ee2m3109.out	3.521	16000
 g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f5909.out	3.311	16000
 g729char\exp2\pre_proc\e\e_f02l7a.axp	 g729char\exp2\coded\e\ee2f8109.out	3.251	16000
 g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m0a10.out	3.347	16000
 g729char\exp2\pre_proc\e\e_m02l2b.axp	 g729char\exp2\coded\e\ee2m3210.out	3.356	16000
 g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f5a10.out	3.276	16000
 g729char\exp2\pre_proc\e\e_f02l7b.axp	 g729char\exp2\coded\e\ee2f8210.out	3.264	16000
 g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m0b11.out	2.959	16000
 g729char\exp2\pre_proc\e\e_m02l2c.axp	 g729char\exp2\coded\e\ee2m3311.out	3.182	16000
 g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f5b11.out	2.944	16000
 g729char\exp2\pre_proc\e\e_f02l7c.axp	 g729char\exp2\coded\e\ee2f8311.out	3.089	16000
 g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m0c12.out	3.162	16000
 g729char\exp2\pre_proc\e\e_m02l2d.axp	 g729char\exp2\coded\e\ee2m3412.out	3.317	16000
 g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f5c12.out	3.13	16000
 g729char\exp2\pre_proc\e\e_f02l7d.axp	 g729char\exp2\coded\e\ee2f8412.out	3.237	16000
 g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m0d13.out	3.308	16000
 g729char\exp2\pre_proc\e\e_m02l2e.axp	 g729char\exp2\coded\e\ee2m3513.out	3.403	16000
 g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f5d13.out	3.257	16000
 g729char\exp2\pre_proc\e\e_f02l7e.axp	 g729char\exp2\coded\e\ee2f8513.out	3.294	16000
 g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m0e14.out	2.819	16000
 g729char\exp2\pre_proc\e\e_m02l2f.axp	 g729char\exp2\coded\e\ee2m3614.out	3.065	16000
 g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f5e14.out	3.112	16000
 g729char\exp2\pre_proc\e\e_f02l7f.axp	 g729char\exp2\coded\e\ee2f8614.out	3.016	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m0f15.out	3.758	16000
 g729char\exp2\pre_proc\e\e_m02l29.axp	 g729char\exp2\coded\e\ee2m3715.out	3.634	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f5f15.out	3.726	16000
 g729char\exp2\pre_proc\e\e_f02l79.axp	 g729char\exp2\coded\e\ee2f8715.out	3.838	16000
 g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m1016.out	4.081	16000
 g729char\exp2\pre_proc\e\e_m02l2a.axp	 g729char\exp2\coded\e\ee2m3816.out	4.295	16000
 g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f6016.out	4.125	16000
 g729char\exp2\pre_proc\e\e_f02l7a.axp	 g729char\exp2\coded\e\ee2f8816.out	4.08	16000
 g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m1117.out	4.232	16000
 g729char\exp2\pre_proc\e\e_m02l2b.axp	 g729char\exp2\coded\e\ee2m3917.out	4.277	16000
 g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f6117.out	4.221	16000
 g729char\exp2\pre_proc\e\e_f02l7b.axp	 g729char\exp2\coded\e\ee2f8917.out	4.247	16000
 g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m1218.out	4.331	16000
 g729char\exp2\pre_proc\e\e_m02l2c.axp	 g729char\exp2\coded\e\ee2m3a18.out	4.284	16000
 g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f6218.out	4.325	16000
 g729char\exp2\pre_proc\e\e_f02l7c.axp	 g729char\exp2\coded\e\ee2f8a18.out	4.245	16000
 g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m1319.out	4.349	16000
 g729char\exp2\pre_proc\e\e_m02l2d.axp	 g729char\exp2\coded\e\ee2m3b19.out	4.26	16000
 g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f6319.out	4.236	16000
 g729char\exp2\pre_proc\e\e_f02l7d.axp	 g729char\exp2\coded\e\ee2f8b19.out	4.217	16000
 g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m1420.out	4.02	16000
 g729char\exp2\pre_proc\e\e_m02l2e.axp	 g729char\exp2\coded\e\ee2m3c20.out	4.328	16000
 g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f6420.out	4.197	16000
 g729char\exp2\pre_proc\e\e_f02l7e.axp	 g729char\exp2\coded\e\ee2f8c20.out	4.254	16000
 g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m1521.out	3.645	16000
 g729char\exp2\pre_proc\e\e_m02l2f.axp	 g729char\exp2\coded\e\ee2m3d21.out	3.907	16000
 g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f6521.out	3.958	16000
 g729char\exp2\pre_proc\e\e_f02l7f.axp	 g729char\exp2\coded\e\ee2f8d21.out	3.89	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m1622.out	3.543	16000
 g729char\exp2\pre_proc\e\e_m02l29.axp	 g729char\exp2\coded\e\ee2m3e22.out	3.377	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f6622.out	3.445	16000
 g729char\exp2\pre_proc\e\e_f02l79.axp	 g729char\exp2\coded\e\ee2f8e22.out	3.579	16000
 g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m1723.out	3.832	16000
 g729char\exp2\pre_proc\e\e_m02l2a.axp	 g729char\exp2\coded\e\ee2m3f23.out	4.11	16000
 g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f6723.out	3.914	16000
 g729char\exp2\pre_proc\e\e_f02l7a.axp	 g729char\exp2\coded\e\ee2f8f23.out	3.991	16000
 g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m1824.out	4.066	16000
 g729char\exp2\pre_proc\e\e_m02l2b.axp	 g729char\exp2\coded\e\ee2m4024.out	4.139	16000
 g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f6824.out	4.083	16000
 g729char\exp2\pre_proc\e\e_f02l7b.axp	 g729char\exp2\coded\e\ee2f9024.out	4.039	16000
 g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m1925.out	4.241	16000
 g729char\exp2\pre_proc\e\e_m02l2c.axp	 g729char\exp2\coded\e\ee2m4125.out	4.134	16000
 g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f6925.out	4.181	16000
 g729char\exp2\pre_proc\e\e_f02l7c.axp	 g729char\exp2\coded\e\ee2f9125.out	4.072	16000
 g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m1a26.out	4.183	16000
 g729char\exp2\pre_proc\e\e_m02l2d.axp	 g729char\exp2\coded\e\ee2m4226.out	4.088	16000
 g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f6a26.out	4.026	16000
 g729char\exp2\pre_proc\e\e_f02l7d.axp	 g729char\exp2\coded\e\ee2f9226.out	3.996	16000
 g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m1b27.out	3.843	16000
 g729char\exp2\pre_proc\e\e_m02l2e.axp	 g729char\exp2\coded\e\ee2m4327.out	4.142	16000
 g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f6b27.out	4.085	16000
 g729char\exp2\pre_proc\e\e_f02l7e.axp	 g729char\exp2\coded\e\ee2f9327.out	4.043	16000
 g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m1c28.out	3.368	16000
 g729char\exp2\pre_proc\e\e_m02l2f.axp	 g729char\exp2\coded\e\ee2m4428.out	3.631	16000
 g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f6c28.out	3.679	16000
 g729char\exp2\pre_proc\e\e_f02l7f.axp	 g729char\exp2\coded\e\ee2f9428.out	3.542	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m1d29.out	2.247	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f6d29.out	1.666	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m1e30.out	2.87	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f6e30.out	2.405	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m1f31.out	3.448	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f6f31.out	3.059	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m2032.out	4.024	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f7032.out	3.632	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m2133.out	4.334	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f7133.out	4.122	16000
 g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m2234.out	4.449	16000
 g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f7234.out	4.447	16000
 g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m2335.out	4.496	16000
 g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f7335.out	4.496	16000
 g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m2436.out	4.499	16000
 g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f7436.out	4.499	16000
 g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m2537.out	4.499	16000
 g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f7537.out	4.499	16000
 g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m2638.out	4.499	16000
 g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f7638.out	4.499	16000
 g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m2739.out	4.496	16000
 g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f7739.out	4.496	16000
 g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m2840.out	4.466	16000
 g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f7840.out	4.476	16000
 g729char\exp3\original\a\a_f01s01.src	 g729char\exp3\coded\a\ae3f6501.out	3.594	16000
 g729char\exp3\original\a\a_f02s01.src	 g729char\exp3\coded\a\ae3f9701.out	3.671	16000
 g729char\exp3\original\a\a_m01s01.src	 g729char\exp3\coded\a\ae3m0101.out	3.878	16000
 g729char\exp3\original\a\a_m02s01.src	 g729char\exp3\coded\a\ae3m3301.out	3.896	16000
 g729char\exp3\original\a\a_f01s02.src	 g729char\exp3\coded\a\ae3f6602.out	3.342	16000
 g729char\exp3\original\a\a_f02s02.src	 g729char\exp3\coded\a\ae3f9802.out	3.185	16000
 g729char\exp3\original\a\a_m01s02.src	 g729char\exp3\coded\a\ae3m0202.out	3.756	16000
 g729char\exp3\original\a\a_m02s02.src	 g729char\exp3\coded\a\ae3m3402.out	3.253	16000
 g729char\exp3\original\a\a_f01s03.src	 g729char\exp3\coded\a\ae3f6703.out	3.23	16000
 g729char\exp3\original\a\a_f02s03.src	 g729char\exp3\coded\a\ae3f9903.out	3.061	16000
 g729char\exp3\original\a\a_m01s03.src	 g729char\exp3\coded\a\ae3m0303.out	3.416	16000
 g729char\exp3\original\a\a_m02s03.src	 g729char\exp3\coded\a\ae3m3503.out	3.299	16000
 g729char\exp3\original\a\a_f01s04.src	 g729char\exp3\coded\a\ae3f6804.out	3.059	16000
 g729char\exp3\original\a\a_f02s04.src	 g729char\exp3\coded\a\ae3f9a04.out	3.182	16000
 g729char\exp3\original\a\a_m01s04.src	 g729char\exp3\coded\a\ae3m0404.out	3.703	16000
 g729char\exp3\original\a\a_m02s04.src	 g729char\exp3\coded\a\ae3m3604.out	3.079	16000
 g729char\exp3\original\a\a_f01s05.src	 g729char\exp3\coded\a\ae3f6905.out	2.847	16000
 g729char\exp3\original\a\a_f02s05.src	 g729char\exp3\coded\a\ae3f9b05.out	2.902	16000
 g729char\exp3\original\a\a_m01s05.src	 g729char\exp3\coded\a\ae3m0505.out	2.923	16000
 g729char\exp3\original\a\a_m02s05.src	 g729char\exp3\coded\a\ae3m3705.out	2.868	16000
 g729char\exp3\original\a\a_f01s06.src	 g729char\exp3\coded\a\ae3f6a06.out	2.947	16000
 g729char\exp3\original\a\a_f02s06.src	 g729char\exp3\coded\a\ae3f9c06.out	2.924	16000
 g729char\exp3\original\a\a_m01s06.src	 g729char\exp3\coded\a\ae3m0606.out	3.226	16000
 g729char\exp3\original\a\a_m02s06.src	 g729char\exp3\coded\a\ae3m3806.out	3.158	16000
 g729char\exp3\original\a\a_f01s07.src	 g729char\exp3\coded\a\ae3f6b07.out	2.795	16000
 g729char\exp3\original\a\a_f02s07.src	 g729char\exp3\coded\a\ae3f9d07.out	3.003	16000
 g729char\exp3\original\a\a_m01s07.src	 g729char\exp3\coded\a\ae3m0707.out	3.038	16000
 g729char\exp3\original\a\a_m02s07.src	 g729char\exp3\coded\a\ae3m3907.out	3.048	16000
 g729char\exp3\original\a\a_f01s08.src	 g729char\exp3\coded\a\ae3f6c08.out	2.651	16000
 g729char\exp3\original\a\a_f02s08.src	 g729char\exp3\coded\a\ae3f9e08.out	2.739	16000
 g729char\exp3\original\a\a_m01s08.src	 g729char\exp3\coded\a\ae3m0808.out	2.85	16000
 g729char\exp3\original\a\a_m02s08.src	 g729char\exp3\coded\a\ae3m3a08.out	2.961	16000
 g729char\exp3\original\a\a_f01s09.src	 g729char\exp3\coded\a\ae3f6d09.out	2.367	16000
 g729char\exp3\original\a\a_f02s09.src	 g729char\exp3\coded\a\ae3f9f09.out	2.722	16000
 g729char\exp3\original\a\a_m01s09.src	 g729char\exp3\coded\a\ae3m0909.out	3.099	16000
 g729char\exp3\original\a\a_m02s09.src	 g729char\exp3\coded\a\ae3m3b09.out	2.894	16000
 g729char\exp3\original\a\a_f01s10.src	 g729char\exp3\coded\a\ae3f6e10.out	2.565	16000
 g729char\exp3\original\a\a_f02s10.src	 g729char\exp3\coded\a\ae3fa010.out	2.757	16000
 g729char\exp3\original\a\a_m01s10.src	 g729char\exp3\coded\a\ae3m0a10.out	2.942	16000
 g729char\exp3\original\a\a_m02s10.src	 g729char\exp3\coded\a\ae3m3c10.out	2.908	16000
 g729char\exp3\original\a\a_f01s11.src	 g729char\exp3\coded\a\ae3f6f11.out	2.739	16000
 g729char\exp3\original\a\a_f02s11.src	 g729char\exp3\coded\a\ae3fa111.out	2.75	16000
 g729char\exp3\original\a\a_m01s11.src	 g729char\exp3\coded\a\ae3m0b11.out	3.114	16000
 g729char\exp3\original\a\a_m02s11.src	 g729char\exp3\coded\a\ae3m3d11.out	3.103	16000
 g729char\exp3\original\a\a_f01s12.src	 g729char\exp3\coded\a\ae3f7012.out	2.51	16000
 g729char\exp3\original\a\a_f02s12.src	 g729char\exp3\coded\a\ae3fa212.out	2.674	16000
 g729char\exp3\original\a\a_m01s12.src	 g729char\exp3\coded\a\ae3m0c12.out	3.019	16000
 g729char\exp3\original\a\a_m02s12.src	 g729char\exp3\coded\a\ae3m3e12.out	3.032	16000
 g729char\exp3\original\a\a_f01s13.src	 g729char\exp3\coded\a\ae3f7113.out	2.249	16000
 g729char\exp3\original\a\a_f02s13.src	 g729char\exp3\coded\a\ae3fa313.out	2.674	16000
 g729char\exp3\original\a\a_m01s13.src	 g729char\exp3\coded\a\ae3m0d13.out	3.006	16000
 g729char\exp3\original\a\a_m02s13.src	 g729char\exp3\coded\a\ae3m3f13.out	3.199	16000
 g729char\exp3\original\a\a_f01s14.src	 g729char\exp3\coded\a\ae3f7214.out	2.608	16000
 g729char\exp3\original\a\a_f02s14.src	 g729char\exp3\coded\a\ae3fa414.out	2.673	16000
 g729char\exp3\original\a\a_m01s14.src	 g729char\exp3\coded\a\ae3m0e14.out	2.709	16000
 g729char\exp3\original\a\a_m02s14.src	 g729char\exp3\coded\a\ae3m4014.out	2.938	16000
 g729char\exp3\original\a\a_f01s15.src	 g729char\exp3\coded\a\ae3f7315.out	2.487	16000
 g729char\exp3\original\a\a_f02s15.src	 g729char\exp3\coded\a\ae3fa515.out	2.573	16000
 g729char\exp3\original\a\a_m01s15.src	 g729char\exp3\coded\a\ae3m0f15.out	2.533	16000
 g729char\exp3\original\a\a_m02s15.src	 g729char\exp3\coded\a\ae3m4115.out	2.413	16000
 g729char\exp3\original\a\a_f01s16.src	 g729char\exp3\coded\a\ae3f7416.out	2.82	16000
 g729char\exp3\original\a\a_f02s16.src	 g729char\exp3\coded\a\ae3fa616.out	2.775	16000
 g729char\exp3\original\a\a_m01s16.src	 g729char\exp3\coded\a\ae3m1016.out	3.165	16000
 g729char\exp3\original\a\a_m02s16.src	 g729char\exp3\coded\a\ae3m4216.out	3.119	16000
 g729char\exp3\original\a\a_f01s17.src	 g729char\exp3\coded\a\ae3f7517.out	2.728	16000
 g729char\exp3\original\a\a_f02s17.src	 g729char\exp3\coded\a\ae3fa717.out	2.672	16000
 g729char\exp3\original\a\a_m01s17.src	 g729char\exp3\coded\a\ae3m1117.out	2.9	16000
 g729char\exp3\original\a\a_m02s17.src	 g729char\exp3\coded\a\ae3m4317.out	2.841	16000
 g729char\exp3\original\a\a_f01s18.src	 g729char\exp3\coded\a\ae3f7618.out	2.631	16000
 g729char\exp3\original\a\a_f02s18.src	 g729char\exp3\coded\a\ae3fa818.out	2.613	16000
 g729char\exp3\original\a\a_m01s18.src	 g729char\exp3\coded\a\ae3m1218.out	2.896	16000
 g729char\exp3\original\a\a_m02s18.src	 g729char\exp3\coded\a\ae3m4418.out	2.821	16000
 g729char\exp3\original\a\a_f01s19.src	 g729char\exp3\coded\a\ae3f7719.out	2.433	16000
 g729char\exp3\original\a\a_f02s19.src	 g729char\exp3\coded\a\ae3fa919.out	2.554	16000
 g729char\exp3\original\a\a_m01s19.src	 g729char\exp3\coded\a\ae3m1319.out	2.76	16000
 g729char\exp3\original\a\a_m02s19.src	 g729char\exp3\coded\a\ae3m4519.out	2.98	16000
 g729char\exp3\original\a\a_f01s20.src	 g729char\exp3\coded\a\ae3f7820.out	2.314	16000
 g729char\exp3\original\a\a_f02s20.src	 g729char\exp3\coded\a\ae3faa20.out	2.627	16000
 g729char\exp3\original\a\a_m01s20.src	 g729char\exp3\coded\a\ae3m1420.out	2.692	16000
 g729char\exp3\original\a\a_m02s20.src	 g729char\exp3\coded\a\ae3m4620.out	3.128	16000
 g729char\exp3\original\a\a_f01s21.src	 g729char\exp3\coded\a\ae3f7921.out	3.11	16000
 g729char\exp3\original\a\a_f02s21.src	 g729char\exp3\coded\a\ae3fab21.out	3.392	16000
 g729char\exp3\original\a\a_m01s21.src	 g729char\exp3\coded\a\ae3m1521.out	3.4	16000
 g729char\exp3\original\a\a_m02s21.src	 g729char\exp3\coded\a\ae3m4721.out	3.508	16000
 g729char\exp3\original\a\a_f01s22.src	 g729char\exp3\coded\a\ae3f7a22.out	2.749	16000
 g729char\exp3\original\a\a_f02s22.src	 g729char\exp3\coded\a\ae3fac22.out	3.136	16000
 g729char\exp3\original\a\a_m01s22.src	 g729char\exp3\coded\a\ae3m1622.out	2.977	16000
 g729char\exp3\original\a\a_m02s22.src	 g729char\exp3\coded\a\ae3m4822.out	3.271	16000
 g729char\exp3\original\a\a_f01s23.src	 g729char\exp3\coded\a\ae3f7b23.out	2.755	16000
 g729char\exp3\original\a\a_f02s23.src	 g729char\exp3\coded\a\ae3fad23.out	3.198	16000
 g729char\exp3\original\a\a_m01s23.src	 g729char\exp3\coded\a\ae3m1723.out	3.018	16000
 g729char\exp3\original\a\a_m02s23.src	 g729char\exp3\coded\a\ae3m4923.out	3.123	16000
 g729char\exp3\original\a\a_f01s24.src	 g729char\exp3\coded\a\ae3f7c24.out	2.695	16000
